date_posted,age,county,religion,tweet_text
10/11/2016,22,Louth,Catholic,"set real way people feel sinnfein ve question mini survey 

 paddycosgrave repnews clairebyrnelive boweschay"
10/08/2021,54,Laois,Protestant,clairebyrnelive martinbeanz ooop fire claire 🤣 🤣 👏 👏 martin exactly remember sinn féin 👏 👏
24/09/2017,36,Limerick,Catholic,robbiebutlermla dup play trick election people not buy anymore cause brexitmess want blame hope people side divide vote bravely vote sinn féin dup
12/10/2019,34,Westmeath,Protestant,misfortune ignoramus appear timeline not waste time energy engage apparently m age birth cert ve receive intensive medium training sinn fein recruit 🤷 ‍ ♀ ️ 😂
25/08/2014,63,Down,Catholic,"delighted select sinn féin candidate west tyrone come assembly election 

 mcmla maoliosamch drive forward issue matter people west tyrone ⚪ ️ 🔴"
31/03/2015,21,Laois,Catholic,"win election mandate 

 probrit irish parliamentary party completely wipe sinn féin vow manifesto establish independent irish republic form breakaway government declare irish independence essay"
23/01/2020,30,Limerick,Catholic,"eilisohanion regard sinn fein mary lou lead ireland election question overall majority 
 good job sideline extremist ya party   party impressive professional"
03/04/2021,55,Kerry,Catholic,"delighted select sinn féin candidate upcoming assembly election councillor liam mackle contest th election 
 bring raft experience role"
04/02/2021,42,Meath,Catholic,steveaikenuup sinnfeinireland bbcgmu sinn fein hold money local soccer club political advantage disgraceful casement park funding continue despite multi overspend executive approval sub regional soccer stadium executive approval
31/05/2013,42,Laois,Catholic,petecoleman sinnfeinireland courage commit reduce costofliving abolition tvlicence   not will not    sinnfein win landslide victory election populist finefail finegael greenpartyie
07/07/2019,23,Fermanagh,Protestant,paulduanefilm clairebyrnelive martinbeanz oh yeah sinn féin leave open option fianna fail young run primarily developer future political direction
22/12/2015,23,Kildare,Protestant,dmcbfs columeastwood sdlp policy attempt sinn fein
30/07/2020,53,Galway,Atheist,browneindo conormurphysf know support receive party north south support bar instead sinnfein slander boy cover murderer north south need know exactly sinnfein
31/08/2014,59,Clare,Catholic,biggerclub rtenew think matt carthy takedown sinn fein contributor
31/08/2014,63,Fermanagh,Protestant,dubliner effanne morningireland think sinn fein question jesus cult alright
21/03/2017,58,Down,Protestant,protestantloya robthom stephennolan jimwellsmla bbcsound ok relative story sinn fein not run queen university
03/12/2019,55,Meath,Protestant,"frightening reality emerge scroll social medium sinn fein supporter long unitary irish state dominate unionist rub nose 

 s terrify sfs supporter"
24/02/2016,52,Galway,Catholic,clairebyrnelive sinn féin tell
12/10/2014,40,Kilkenny,Atheist,"irishexaminer brexit covid elderly sinn fein 
 dog eat note not answer question"
07/02/2018,22,Leitrim,Catholic,come saturday midland   sinnfeinireland people trust open invite sinn fein member td local rep medium treat unfairly lot question asksineadhus maryloumcdonald radiotodayie
08/08/2013,63,Meath,Protestant,markwilkinsceol collumbo fingalpimpernel maryloumcdonald probably right sinn fein long finance party island
07/04/2022,27,Cork,Protestant,clairebyrnelive poor jake   sinn fein constantly live past venerate forefather terrorist anniversary show say bad brit past
08/10/2013,23,Dublin,Protestant,browneindo conormurphysf focus get justiceforpaul apology bring case sinnfein minister slander   year take heat media scrutiny election force apology retraction speak shieldswho shield
07/04/2021,37,Cork,Protestant,overthebar bimboam belfastlive sinn fein
06/12/2016,51,Roscommon,Protestant,"sinn féin head poll monday irish news day arrive bilingual trilingual include ulster scot sign nearuniversal north premium 

"
09/07/2018,61,Wicklow,Other,sinn fein bite tshirt hope supporter snap entrepreneur ecommerce market
07/10/2021,21,Fermanagh,Protestant,ulsterfacts joeedwyer silly clearly occupy british troop walk load gun ground u ur blinker   sinn fein sign exactly
18/04/2021,53,Armagh,Atheist,brandonlewis sinn fein ongoing claim provisional ira murder justify devastating mental health impact victim family grief ten thousand injure pira attack carry mental physical injury
20/09/2015,54,Cork,Protestant,macfionnlaig marlowsean caoimghin o caolaoin monaghan sinn fein td dail
19/04/2015,44,Galway,Catholic,listen disgraceful senator claim want woman support lead sinn féin conflate sf ira evolve separately rté apologise ms mcdonald amp presenter sanction amp fine
02/03/2020,64,Galway,Catholic,"aidrean 

 aidrean member sinn fein youth movement 

 today aidrean find gem report celebrate convict terrorist break jail year bear kill prison officer process 

 not like aidrean"
05/10/2015,51,Wicklow,Catholic,caoimheoneil yo time see clip speak english see spanish court italian etc speak language actual language ireland english sinn fein hijack theirs sinn fein
30/06/2013,44,Roscommon,Catholic,jpierrecoyle sinn féin fault
23/06/2015,50,Cavan,Other,philipryan sinn fein attack mistake think   wrong expert say thing policy bankrupt country vote indo
24/10/2017,24,Sligo,Catholic,bigmattsay irish culture irish iv vote sinn fein culture language offend not inherently contentious way hate
22/05/2016,44,Monaghan,Protestant,"ciarandoc tedleddy sinn fein supporter nutshell 

 legitimate criticism deliver mild non aggressive manner spandex boy think disgrace fella ashamed"
20/03/2013,62,Tyrone,Other,ardevwriter guess sinn fein supporter sdlp understand dup continuously whinge moan misguidance whilst blame mess   time dup speak take instruction paramilitary
20/09/2019,27,Carlow,Protestant,davidcullinane say performance sinn fein opposition   shambolic real commitment oppose confusion role opposition amp view useless 😉
01/08/2021,24,Monaghan,Protestant,tweetsmark plaidcymru rhysowenthoma picture plaid cymru sinnfein show exactly team gain power
01/02/2016,39,Roscommon,Protestant,"person complain article chris andrews extremist sinn fein party 
 proud meeting bashar alassad damascus   talk mutual hatred democracy israel actually constituency leaflet"
13/07/2019,27,Cavan,Atheist,well let sinnfein big party unionist stick
13/03/2017,24,Leitrim,Protestant,saoirsemchugh point opposition politician invite speak point clear sinn fein bias inside nwci rachcoy
14/08/2016,51,Roscommon,Protestant,morganshutts sinn féin threaten renominate summer alliance sdlp lose rag
17/01/2022,28,Galway,Protestant,peiboletgr siempre estado en contra de la equiparación sinn feinbildu y aunque sigo prefiriendo mil vece los católicos de una provincia paupérrima maltratada y mantenida manu militari vs otegi y sus pistoleros marxistasleninista hijos de papá espero verlos en el gobierno
02/04/2021,40,Louth,Catholic,martinkenny sinn fein deserve chance change way country run ireland founder work man hedge fund owner
12/04/2014,22,Galway,Catholic,mappermick alyssanibhroin ethnonationalist sinn fein far fascism note nationalist socialist ambiguity elect leader
14/06/2021,37,Westmeath,Protestant,"mishtal nedosullivan yosephhaddad person complain article chris andrews extremist sinn fein party 
 proud meeting bashar alassad damascus   talk mutual hatred israel actually election leaflet"
29/06/2022,24,Wicklow,Catholic,ograsf seandebrun deirdrehargey great initiative deirdre hargeywell sinn féin 👋 👋 👋 sinnfeinireland
13/06/2022,43,Dublin,Atheist,"  sinn féin storm irish parliament dáil   landslide victory uk liberal begin propaganda campaign ireland british essay 

 imagine tory not dare substitute thing"
14/09/2017,26,Offaly,Catholic,frank joe upset beloved labour party got destroy sinn fein place like ballyfermot s reason maybe celebrate open food bank not good idea 🤔
25/04/2022,46,Wexford,Protestant,toulouse april talk thing snp sinn féin
20/05/2020,25,Tipperary,Catholic,jamesbr stephennolan sinn fein oppose integrate education
17/11/2022,36,Down,Catholic,clairebyrnelive jake like german turn blind eye nazi atrocity vote regardless vote sinn fein endorsement provisional ira murder
11/06/2018,24,Clare,Other,stevenh richardtgarland give sinn fein track record sectarian discrimination local council assembly armed force day bonfire parade ni centenary queens jubilee soccer stadium transfer vote unionist disagree
24/02/2021,56,Kildare,Other,stephennolan surprise surprise sinn fein dup want integrated education not political agenda divide   society work party favour
13/05/2017,49,Fermanagh,Protestant,belfastcc transfer news caoimhín mccann coopte sinn féin councillor collin area replace stephen magennis
16/01/2016,19,Antrim,Other,house price celtic tiger peak   time fianna fáil government sinn féin plan housing deliver average   affordable quality home rent buy yr available buy € fixinghouse
13/08/2020,58,Monaghan,Protestant,protestantloya robthom stephennolan jimwellsmla bbcsound fact opinion completely entitle queen uni situation sinn fein unusual offense especially give british uni thing outrage
10/02/2019,43,Galway,Protestant,note self not mention eddie hobbs use hair dye cblive sinnfein
06/08/2018,32,Westmeath,Catholic,sinn féin government 😤
18/06/2013,46,Monaghan,Other,clairebyrnelive discriminate hate section irish community intimidate discriminate like claire byrne woman call stop discriminate irish citizen vote sinn fein appal behaviour
24/10/2021,29,Wexford,Protestant,"girl gpo 
 girl   dress fine clothe wear knife pistol belt 

 account   easter rise report sinn féin rebellion handbook 
 cumannnamban gpowithistory"
25/06/2014,24,Laois,Atheist,sinn féins chris hazard nail analysis dysfunctional dup effect paralyze stormont
16/08/2020,55,Fermanagh,Catholic,"arlene 

 sinn fein able sell left wing ideology young people housing crisis dublin   gain lot traction ff fg act face sf minister republic ireland"
13/07/2017,55,Kerry,Protestant,"dubloony gavreilly financial watchdog warn sf thing north   chastise 
 financial watchdog warn fffg thing south   sinn fein 

 tired will work    v diff jurisdiction easily compare"
22/03/2020,29,Wexford,Protestant,"jurisdiction island ireland   border island ireland right 

 arlenefosteruk postbrexit row irish border prospect sinn féin take power timesradio"
17/09/2019,63,Westmeath,Catholic,captainbpd lot people look sinn fein not forget past think time not bad s run country moment
07/08/2021,64,Mayo,Protestant,unprofessional joe duffy scarcely conceal anti sinn fein bias rte anti sinnfeinireland radicalisation programme presenter
16/06/2014,35,Donegal,Catholic,protestantloya stephennolan jimwellsmla bbcsound maybe listen electorate seek irish language recognition sinn fein act behalf incurage bring attention irish language mean sole purpose politician represent voter
17/05/2020,41,Armagh,Catholic,sinn fein announce select candidate today not announce north strangford not win unusual big party skip constituency sdlp job strangford bit easy
11/11/2017,22,Antrim,Protestant,irishgooner joeedwyer honest sinn fein exact   year ago mcguinness death excuse collapse bad eachother
07/01/2023,50,Kilkenny,Protestant,captainbpd vote sinn fein time lot people ff fg
12/05/2022,27,Leitrim,Atheist,"establishment say sinn féin talk action not freeze rent   guess 
 wrong sinn féin freeze rent   home county today  "
29/12/2016,44,Sligo,Catholic,steinjock molloy sinn fein shop fall rd lad favour appreciate
18/05/2019,53,Wicklow,Catholic,awr caitlinmc sinn fein pivotal persuade ira cease commend risky endeavour certainly peace relief unionism come
20/03/2018,22,Kildare,Catholic,sinn fein td eoin ó broin question agriculture minister mcconalogue clearance € debt privatelyoperated clonmel greyhound track   december fg senator thank minister secure future track
20/01/2018,22,Wexford,Atheist,paddycosgrave fiannafailparty michealmartintd sure compare bomber anderson sinn fein level
